# BEAST v1.10.2
# Generated Sun Dec 02 20:30:11 SAST 2018 [seed=1543775410815]
# -beagle outbreak_25_expo_cauchy10_prior_clock_cp123.xml
state	joint	prior	likelihood	treeModel.rootHeight	age(root)	treeLength	exponential.popSize	exponential.growthRate	kappa	frequencies1	frequencies2	frequencies3	frequencies4	alpha	CP1.nu	CP2.nu	CP3.nu	CP1.mu	CP2.mu	CP3.mu	clock.rate	meanRate	treeLikelihood	branchRates	coalescent
2157000	-4826.142398878116	-28.592972919395088	-4797.549425958721	0.7118348941641022	2018.2032335989866	5.731306819548678	5.524059653990019	5.168466079125315	7.730612618806924	0.3109672367242866	0.21936356013504696	0.2512851292266082	0.21838407391405942	0.2842568928160542	0.023242135867325524	0.2363920517107354	0.7403658124219331	0.06970364351199879	0.7089446252088852	2.222549134937215	0.0035929057069563767	0.0035929057069563775	-4797.549425958721	0.0	-25.366897910307202
2158000	-4836.245028531051	-32.26097778159612	-4803.984050749455	0.8768464185361866	2018.0382220746146	6.977667075862986	6.353351089224253	4.364598735314343	7.773001828699808	0.30330269144874183	0.21007575822229346	0.2686457367121591	0.2179758136168068	0.2942157958849656	0.05953258431263109	0.22788912585099316	0.7125782898363698	0.17853944482397296	0.6834441756667395	2.139132081842122	0.0035130097020373706	0.00351300970203737	-4803.984050749455	0.0	-29.03407265095088
2159000	-4831.483910193825	-30.488724784625635	-4800.9951854092	0.8195291591129366	2018.0955393340378	6.324298312910014	3.500530700478029	3.7152070739631977	11.195865166615768	0.29395974246158707	0.2221802668935933	0.26488124601645907	0.2189787446283617	0.41533185752934115	0.11041516726156461	0.2829487595312426	0.6066360732071869	0.3311373576443789	0.8485691495442359	1.8210977021180454	0.0036802663616927874	0.003680266361692787	-4800.9951854092	0.0	-26.93670145614961
2160000	-4823.6986761575345	-26.664109351141484	-4797.034566806393	0.6014795584103053	2018.3135889347404	5.20424163787715	7.443663166554685	6.8681129104836485	9.020878928728518	0.31480245245022187	0.2145548236830447	0.25561172192175446	0.21503100194498012	0.254244604959039	0.05220518847010513	0.1897761212785728	0.7580186902513163	0.1565644339818432	0.5691424910430851	2.2755423819113045	0.0054422035162154745	0.005442203516215473	-4797.034566806393	0.0	-22.52133421272758
2161000	-4825.502956464306	-26.403160845989845	-4799.099795618316	0.684290854635949	2018.2307776385148	5.250520556948376	2.8379987068542905	4.711495685288207	10.820378780154579	0.3063087059061239	0.22449064390522447	0.26281308548722787	0.2063875647014249	0.3764679976180348	0.02872645697849002	0.23968906037929236	0.7315844826422119	0.08615123532628446	0.7188324220189943	2.1961879273043654	0.004901093994608602	0.004901093994608602	-4799.099795618316	0.0	-22.89341818273097
2162000	-4828.2121800324885	-28.676131819568184	-4799.53604821292	0.6282386902169079	2018.2868298029339	5.727224046147362	2.338011865332327	3.0258062692488705	9.63469628430051	0.29075617162106854	0.22810264049348303	0.2504524156828104	0.23068877220263923	0.4926907569880128	0.04207188696142064	0.21479153332368056	0.743136579714893	0.1261744543348384	0.6441642262851224	2.2308668696931395	0.0031871378048652934	0.0031871378048652947	-4799.53604821292	0.0	-25.72107289469088
2163000	-4835.38852662354	-37.370272286669106	-4798.018254336871	0.8263353503184737	2018.0887331428323	7.742978621550384	2.468158590334156	1.2701714347602115	8.568406917915269	0.3021849615421005	0.2162745221687169	0.25554150673530257	0.22599900955388122	0.4926907569880128	0.060970048631565715	0.27029297578564826	0.6687369755827801	0.1828504298823254	0.810614193786146	2.007522175720071	0.003323215253650564	0.0033232152536505637	-4798.018254336871	0.0	-34.76290731076282
2164000	-4841.893341331872	-44.211473751573976	-4797.681867580298	1.043715364747712	2017.8713531284031	10.113159940035873	3.8253481026344764	1.6045130815368207	11.107350355047931	0.31968098944857437	0.22014957673900598	0.2609245360723067	0.19924489774011414	0.5273764510265454	0.042097875506153855	0.23780675499300258	0.7200953695008376	0.12625239451502754	0.7131873494501214	2.1616980602074163	0.0020352639050484843	0.002035263905048484	-4797.681867580298	0.0	-40.999203559448475
2165000	-4823.9023248738895	-27.011974712188092	-4796.8903501617015	0.6045414301371126	2018.3105270630138	5.3198267796731376	2.501579731976078	2.9996965832026183	9.06139893356058	0.3108263094890213	0.22014957673900598	0.2529318606876495	0.21609225308432445	0.5273764510265454	0.06688414963605487	0.15566517731996837	0.777450673043971	0.20058694043643488	0.4668430685149297	2.333876432216313	0.004215788100517428	0.004215788100517428	-4796.8903501617015	0.0	-23.85026393153146
2166000	-4823.878498671487	-30.480084232248746	-4793.398414439239	0.5496162947806604	2018.3654521983701	5.145576206835969	3.3810957630161598	5.368258941850551	14.529976583987105	0.3165593692065171	0.22014957673900598	0.25183135598912176	0.21145969806535644	1.8455346022697947	0.06150071302567567	0.2744454404802652	0.6640538464940534	0.18444190331500382	0.8230675208134889	1.9934636058478348	0.0038981923711573136	0.0038981923711573154	-4793.398414439239	0.0	-23.33119084547012
